batting_diff,bowling_diff,overall_diff,recent_runs_diff,recent_wickets_diff,recent_econ_diff,toss_adv,home_adv,venue_win_rate_diff,team1_win
5.291662192618702,8.260167484664088,13.551829677282782,2.8545454545454554,0.16363636363636358,-1.933563176487108,-1,0,0.35416666666666663,1
-6.866101407404052,-10.249466994297183,-17.11556840170124,-0.9999999999999947,0.2545454545454546,-1.131302549177354,1,0,0.13636363636363635,1
-6.636761419563648,-18.572380580956004,-25.20914200051967,4.472727272727269,-0.09545454545454546,1.1822834049284845,-1,0,0.2222222222222222,0
2.5376396842998403,10.792870512351602,13.330510196651446,-6.099999999999996,0.0,1.046964623169841,1,0,0.4444444444444444,1
-0.5476126595733106,-4.358547242722217,-4.906159902295528,0.7454545454545443,0.23636363636363622,1.4557267142797512,1,0,0.5714285714285714,1
11.304494666941359,15.476973301273043,26.781467968214393,-3.209090909090909,0.5727272727272729,-2.0545293529614588,1,0,0.3958333333333333,1
3.3595783178097918,15.23142690567181,18.591005223481574,-0.3363636363636324,0.027272727272727226,1.3836238672414236,1,0,0.5555555555555556,1
-0.3482625117677358,9.279231632587727,8.930969120819995,-3.6181818181818155,-0.09999999999999992,0.5043865325617727,-1,0,0.3333333333333333,1
-1.4852882462370758,-7.902471386755117,-9.3877596329922,-0.16060606060605842,-0.043939393939394056,0.6262194279214626,1,0,0.13636363636363635,0
4.443555560488981,12.362953705589529,16.806509266078507,0.3484848484848495,-0.05454545454545445,0.1585914989109849,1,0,0.5555555555555556,1
3.074554047336683,5.51960204135975,8.59415608869648,-0.9999999999999982,0.12727272727272732,-1.3795108761807064,1,0,0.5454545454545454,1
-9.106179754372398,-18.098028768718688,-27.204208523091083,3.009090909090908,-0.040909090909090895,-1.004114609937731,-1,0,0.3225806451612903,0
-0.527745405967103,3.6164994088645823,3.0887540028974882,-3.9545454545454533,0.2272727272727274,0.7625525989162352,1,0,0.3333333333333333,1
-0.5656664400054723,4.337921606045548,3.7722551660400825,-1.9454545454545507,-0.09090909090909094,-0.0798261114462484,-1,0,0.5584415584415584,1
0.8115339715251366,0.31578490072482523,1.1273188722499583,2.4545454545454497,0.20000000000000012,-1.2191312860022134,1,0,0.3220338983050848,1
2.4775851419923995,19.36876659691456,21.84635173890696,0.14545454545454284,0.045454545454545636,-0.058093080264303154,1,0,0.5555555555555556,1
-5.7920044530921615,0.6189289648458143,-5.17307548824634,-0.7090909090909125,0.08484848484848484,1.2983323678805272,1,0,0.43548387096774194,0
