match_id,t1_batting,t1_bowling,t1_overall,t1_recent_runs,t1_recent_wickets,t1_recent_econ,t2_batting,t2_bowling,t2_overall,t2_recent_runs,t2_recent_wickets,t2_recent_econ,toss_team1,toss_field,is_home_team1,venue_team1_win_rate,team1_win
1082591,54.76157104559661,26.476364736433847,81.23793578203043,17.22787470261697,0.5059873116574147,4.831007118347791,49.46990885297789,18.21619725176976,67.68610610474765,17.200121212121214,0.5511717171717172,5.512676272334764,0,1,0,0.6333333333333333,1
1082592,48.6973808269167,16.300614351938748,64.99799517885546,16.89994036970781,0.3709451401311867,3.191095157146997,55.56348223432075,26.550081346235928,82.11356358055667,19.088802588996764,0.4065156418554476,4.594933360473575,1,1,0,0.7142857142857143,1
1082593,48.69686747633852,13.927022374999108,62.623889851337616,17.942979987492183,0.3374921826141338,4.313839335295303,55.333628895902166,32.499402955955105,87.83303185185729,16.65534188034188,0.5010571300044985,4.143212788881169,0,1,0,0.3,0
1082594,51.82211332762365,26.79000657407979,78.61211990170345,13.428227537565164,0.5806961054891137,5.842548817855191,49.28447364332383,15.9971360617282,65.28160970505203,17.193380614657208,0.3600177304964539,3.2029622302397214,1,1,0,0.4,1
1082595,50.90936680621557,19.90039262232453,70.80975942854012,15.91239061256961,0.5808472553699284,5.605561599481313,51.45697946578889,24.25893986504675,75.71591933083565,13.745693693693694,0.6127387387387387,4.296886195503673,1,0,0,0.5,1
1082596,54.76157104559661,26.476364736433847,81.23793578203043,17.22787470261697,0.5059873116574147,4.831007118347791,43.45707637865524,10.999391435160804,54.45646781381604,19.206676757484026,0.2893878237470568,4.041007433314145,1,1,0,0.6333333333333333,1
1082597,56.02005414334708,39.64901257303697,95.66906671638404,16.28059920385502,0.582160067043788,5.469131626640415,52.66047582553729,24.41758566736516,77.07806149290246,18.253816022239068,0.4331058882992166,3.662827421905379,1,1,1,0.6065573770491803,1
1082598,50.80372948923982,28.55535462866777,79.3590841179076,13.00336895221134,0.5976847729296527,5.95154663924581,51.15199200100756,19.276122996080044,70.42811499708762,15.598039215686274,0.5395040369088812,4.618495667438059,0,0,0,0.4,1
1082599,49.30096268982907,16.22052777185217,65.52149046168125,18.340843881856543,0.3491279887482419,2.8119361904559854,50.78625093606616,24.12299915860728,74.90925009467345,13.938054668086616,0.5987397941072062,4.408673418436466,1,1,0,0.7142857142857143,0
1082600,56.02005414334708,39.64901257303697,95.66906671638404,16.28059920385502,0.582160067043788,5.469131626640415,51.5764985828581,27.286058867447444,78.86255745030554,16.743738773415448,0.5055170644085194,4.848324854793492,1,1,1,0.6065573770491803,1
1082601,55.32571436661604,35.13453696119589,90.46025132781192,15.656351827388816,0.5321444297666227,4.516495166922554,52.25116031927935,29.614934919836134,81.86609523911548,12.453285188331916,0.5897479467572926,6.041825050111263,1,1,1,0.6060606060606061,1
1082602,47.048145621376754,15.556688409521495,62.604834030898246,20.813177598083257,0.3507487271638215,3.8753653832560655,56.15432537574915,33.65471717824018,89.80904255398933,17.02851827533377,0.5202998467936092,5.439398537574905,0,1,1,0.45,0
1082603,53.72768966502149,18.583877718514103,72.3115673835356,18.797675304878048,0.3619410569105691,4.457429919599456,54.2554350709886,14.967378309649517,69.22281338063812,17.607045813586097,0.3662717219589257,3.350177904017638,1,1,0,0.3,1
1082604,54.19590460559112,30.814286342479395,85.01019094807052,16.384166666666665,0.5045657276995306,4.272042873653391,54.76157104559661,26.476364736433847,81.23793578203043,17.22787470261697,0.5059873116574147,4.831007118347791,0,1,1,0.6060606060606061,1
1082605,51.88592171982786,23.916938552546675,75.80286027237455,15.730984340044744,0.5390380313199106,4.00263119838144,51.074387748302726,23.601153651821846,74.67554140012457,13.495965927354549,0.5349726775956284,4.949875062048614,1,0,0,0.4107142857142857,1
1082606,56.02005414334708,39.64901257303697,95.66906671638404,16.28059920385502,0.582160067043788,5.469131626640415,53.54246900135468,20.28024597612241,73.82271497747708,18.54031224979984,0.3995062716840138,4.5578273850003175,1,1,1,0.6065573770491803,1
1082607,47.07437869614464,19.474569066647664,66.54894776279231,19.75671441360788,0.4284392718591465,4.10983023359734,52.8663831492368,18.85564010180185,71.72202325103865,16.688719068413395,0.4094032023289665,3.791381129193655,1,1,1,0.45,0
1082608,53.884676558564045,28.948476383168657,82.8331529417327,15.05258958145137,0.6104938271604938,4.2934319074063625,53.71131119675529,26.333391253295986,80.04470245005126,17.381316903161565,0.4613019666417724,3.998520350820356,1,0,0,0.4107142857142857,0
1082609,50.08133165862596,23.87137320398217,73.95270486260814,17.53187873844481,0.4717645459488853,4.761820918020096,52.07232362884729,26.072796205445897,78.14511983429318,12.683922101449276,0.5511926328502417,5.133448883897295,0,1,0,0.6333333333333333,1
